b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 03:01:21 +0000 2018',986077124917448704,1244812615,b'javahed \xf0\x9f\x87\xba\xf0\x9f\x87\xb8#MAGA ON THE \xf0\x9f\x9a\x82 #TRUMPTRAIN\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:01:22 +0000 2018',986077128621019137,939110802086391808,b'Patrice Fusenig',"b'RT @dekdarion: Among their many other crimes, @hillaryclinton and @DNC were laundering campaign money through state chapters. Now the FEC i\xe2\x80\xa6'"
b'Tue Apr 17 03:01:24 +0000 2018',986077135910658050,884890093303066625,b'\xf0\x9f\x8c\x8a Trumpery \xf0\x9f\x8c\x8a',b'@wendirby671 @robcamacho @ananavarro @Andy @HillaryClinton @BarackObama @realDonaldTrump @MichaelCohen212 @FoxNews https://t.co/qfTm6Eekzp'
b'Tue Apr 17 03:01:24 +0000 2018',986077136753741825,42764755,b'Joseph Sayegh',"b'RT @larryelder: If President @BarackObama spent the first year and a half of his presidency battling bogus charges of ""collusion,"" the coun\xe2\x80\xa6'"
b'Tue Apr 17 03:01:25 +0000 2018',986077139169628160,255734349,b'ARC4Freedom',b'RT @PoliticalShort: Even more inappropriate is the fact that Comey drafted &amp; circulated a statement exonerating Hillary 2 months before the\xe2\x80\xa6'
b'Tue Apr 17 03:01:26 +0000 2018',986077145377181696,24068865,b'King Augustus',b'@gomer2323 @lifeafterdawn @billritter7 @GStephanopoulos @HillaryClinton @SenSanders I voted for Bernie in the NYS p\xe2\x80\xa6 https://t.co/bVrV3OkKph'
b'Tue Apr 17 03:01:29 +0000 2018',986077157079138305,980323437267755008,b'Aircrafts Artificial',b'#HINT\n\n@AdolfHitlerFuhr\n@HillaryClinton\nHitlers Hillary.\n\n@Queen_UK\nNic Muthers\n\nAircrafts Nicra Inc.\xe2\x80\xa6 https://t.co/LNdcRybrs9'
b'Tue Apr 17 03:01:29 +0000 2018',986077159868510208,821644302,b'The Wanted Emcees',b'@Surfingranny4DT @seanhannity @WattersWorld @FoxFriendsFirst @LouDobbs @AGJeffBSessions @VP @HillaryClinton\xe2\x80\xa6 https://t.co/XhgsHuhrgG'
b'Tue Apr 17 03:01:31 +0000 2018',986077164406804480,531477359,b'Susan Scott',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:01:31 +0000 2018',986077164624863233,2583301431,b'jackie fariello',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:01:31 +0000 2018',986077167946752000,293275271,b'Billy Rogers',"b'RT @FoxBusiness: .@RealDrGina on @HillaryClinton: ""You can either sort of embrace a legacy and exit gracefully, or you can exit like a petu\xe2\x80\xa6'"
b'Tue Apr 17 03:01:34 +0000 2018',986077180567449601,799993093,b'@IAmHuman',"b'@HillaryClinton Agreed! Barbara Bush will pass along a legacy through generations of her family, and our country as\xe2\x80\xa6 https://t.co/3M1XuklPPA'"
b'Tue Apr 17 03:01:38 +0000 2018',986077194186260480,65237945,b'L M Landry',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:01:38 +0000 2018',986077194823680000,305877707,b'Luana H.',"b'RT @winterhawk5611: It doesn\xe2\x80\x99t take a genius to figure that out! All three of these are liars, communist and cheat! \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb@AGLynch @HillaryClin\xe2\x80\xa6'"
b'Tue Apr 17 03:01:40 +0000 2018',986077202784534528,1270528670,b'MeMyself&I',"b'RT @_SemaHernandez_: Hey @DebraMessing where the fuck were you when #Flint, #NoDAPL, #Yemen, #TPP, #MassIncarceration #Deportation were hap\xe2\x80\xa6'"
b'Tue Apr 17 03:01:42 +0000 2018',986077214008578048,265894664,b'Manpreet Gill',b'RT @DevChau75698359: #Fakecases \n#fakemeritalrape\n#FakeFeminists #FakeRapeCases \n#ScrapDV \n#Scrap498A \n@PMOIndia \n@HMOIndia \n@Dev_Fadnavis\xe2\x80\xa6'
b'Tue Apr 17 03:01:44 +0000 2018',986077222724399104,900886526594252802,b'Roxie Woodward',"b""RT @JohnRLottJr: Comey: \xe2\x80\x98My Wife and Girls\xe2\x80\x99 Marched in the Anti-Trump March, Voted Hillary. Comey's wife was devastated that Hillary lost t\xe2\x80\xa6"""
b'Tue Apr 17 03:01:46 +0000 2018',986077227619115008,921038472,b'\xf0\x9f\x91\x81\xf0\x9f\x8c\x8d\xf0\x9f\x91\x81',"b'RT @MichaelCohen212: @HillaryClinton when you go to prison for defrauding America and perjury, your room and board will be free!'"
b'Tue Apr 17 03:01:46 +0000 2018',986077230903148544,2900777313,b'Deplorable CO Patriot \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',b'RT @IPro709: Indict #Comey \n@realDonaldTrump https://t.co/rQwOQBitR5'
b'Tue Apr 17 03:01:48 +0000 2018',986077237416898561,631810714,b'CNBC-TV18 News',"b'.@nigel__dsouza tells us US retail sales rose 0.6% in March, boosted by a 2% jump in auto sales https://t.co/W6dK156Q81'"
b'Tue Apr 17 03:01:48 +0000 2018',986077239010840576,258372741,b'David Foltz',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:01:49 +0000 2018',986077239904227329,612197548,b'Ninma\xf0\x9f\x8c\xb9',b'RT @rbecker51: Former @BernieSanders Iowa coordinator @peteforiowa speaking at @OurRevolution Medicare-for-all rally. #SinglePayer @Nationa\xe2\x80\xa6'
b'Tue Apr 17 03:01:49 +0000 2018',986077242995421184,1558571143,b'Atlanta Mike',"b'@JamesAl316 @khakisalmon @PalmerReport @HillaryClinton And I see you like crack too, with your head up your ass.'"
b'Tue Apr 17 03:01:54 +0000 2018',986077263358840832,262544643,b'Brandon Vines',b'@ChrisSalcedoTX @BarackObama @HillaryClinton Ok... then answer the second half of my question. What exactly is the\xe2\x80\xa6 https://t.co/dScqAUOXXy'
b'Tue Apr 17 03:01:57 +0000 2018',986077275685904384,701109262941077504,b'Traci',"b""@DanDeFreest @RobertRocklein @peacevision @Cheekee996 @HillaryClinton Liars and thieves don't forget that"""
b'Tue Apr 17 03:01:58 +0000 2018',986077279028563969,1468388028,b'\xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Barbara\xe2\x98\xaf\xef\xb8\x8f',"b'@kate_gorney @LauraLaura1650 @fixurheart2016 @qanon76 @BillClinton @HillaryClinton You believe a meme, just because\xe2\x80\xa6 https://t.co/rNdpYHtt4i'"
b'Tue Apr 17 03:01:58 +0000 2018',986077281457143808,3252844623,b'Mpower Publishing',b'RT @kurtbardella: #SeanHannity failure to disclose his relationship with #MichaelCohen is one of the most egregious &amp; blatant conflicts-of-\xe2\x80\xa6'
b'Tue Apr 17 03:01:59 +0000 2018',986077282472087552,759233817441923072,b'Shoes4Industry',b'@RVAwonk @HillaryClinton'
b'Tue Apr 17 03:02:00 +0000 2018',986077285869596672,265624641,b'Pete Fields',"b""@WhoWolfe UNSEAL @BarackObama's records while we're at it.\n#StandUpAmerica"""
b'Tue Apr 17 03:02:00 +0000 2018',986077285894840320,265272396,b'Afrika Bambaataa',b'RT @timbers_wire: i love this thread. i look forward to seeing it used against him next year by everyone to the right of Gillibrand. https:\xe2\x80\xa6'
b'Tue Apr 17 03:02:02 +0000 2018',986077294144798720,954414421186461696,b'Jim Whipple',b'RT @mmmoonie: @HillaryClinton #SuperPredators\n#ColoredPeople\n#TacoBowls\n#NeedyLatinos\n#Catholics\n#BasementDwellers\n#Jews\n\n#JustSaying https\xe2\x80\xa6'
b'Tue Apr 17 03:02:04 +0000 2018',986077303695437824,877346181034131457,b'Hoss',b'@seanhannity @GStephanopoulos @HillaryClinton Sleazy Sean. Just sayin. #SleazySean'
b'Tue Apr 17 03:02:05 +0000 2018',986077307403108352,37133541,b'Ann Sutherland',"b'RT @Fuctupmind: @TomFitton @JudicialWatch @RealDonalTrump It was reported that there was 650,000 emails on that laptop.\n\nThe fbi also proce\xe2\x80\xa6'"
b'Tue Apr 17 03:02:05 +0000 2018',986077308405600256,1563783794,b'SHUT.IT.DOWN.',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:02:05 +0000 2018',986077309475188736,2564224441,b'Beartrap',b'RT @mba382: @TomFitton @donnas0818 @JudicialWatch @RealDonalTrump  https://t.co/g8PBkvDPul'
b'Tue Apr 17 03:02:03 +0000 2018',986077298804871169,15954704,b'Reuters India',b'Kendrick Lamar won the #Pulitzer for his 2017 album \xe2\x80\x9cDAMN.\xe2\x80\x9d and was also the first music winner in the 100-year his\xe2\x80\xa6 https://t.co/WeThXsCwih'
b'Tue Apr 17 03:02:07 +0000 2018',986077318845222918,945875727559348224,b'ChaoticMary\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Trump2020!',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:02:09 +0000 2018',986077324486455297,873367940984324096,b'\xe2\x9c\xb4\xef\xb8\x8fGabi\xe2\x9c\xb4\xef\xb8\x8f  \xe2\x9c\x9f\xef\xb8\x8f\xf0\x9f\x95\x8a\xef\xb8\x8f\xf0\x9f\x94\xa5',"b'RT @WarriorofGod97: @realDrOlmo @BillClinton @HillaryClinton Agree, #ClintonCrimes https://t.co/3kPBkkB109'"
b'Tue Apr 17 03:02:10 +0000 2018',986077329247096832,65237945,b'L M Landry',b'@TomFitton @JimHendricks16 @JudicialWatch @RealDonalTrump She sure had a lot of time on her hands...!'
b'Tue Apr 17 03:02:10 +0000 2018',986077330652237824,974028872806289408,b'Obama Kaka',b'\xd0\x90\xd0\xba\xd1\x82\xd1\x83\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xb5 \xd1\x82\xd0\xb5\xd0\xbc\xd1\x8b: \xd0\xa0\xd0\xb0\xd0\xb2\xd0\xb0\xd0\xbb\xd0\xbf\xd0\xb8\xd0\xbd\xd0\xb4\xd0\xb8\n#PTIMardanJalsa\n#HaqKiAwazRokLo\n#KKRvDD\n#KXiPvCSK\n#Prebudget2018 https://t.co/QFsnOWUkdS'
b'Tue Apr 17 03:02:10 +0000 2018',986077331235237888,770537128388354048,b'Droopy Dog on Botox',"b""@TheIntonerTwo @cNugget_ @AdventurApparel @realDonaldTrump Tagging Donald Trump isn't that bad, I could've tagged @HillaryClinton"""
b'Tue Apr 17 03:02:11 +0000 2018',986077334385111044,877346181034131457,b'Hoss',b'@seanhannity @GStephanopoulos @HillaryClinton Sleazy Sean. Just sayin. #SleazySean'
b'Tue Apr 17 03:02:12 +0000 2018',986077337111416832,85923198,b'PorteRouge_USA',"b'RT @larryelder: If President @BarackObama spent the first year and a half of his presidency battling bogus charges of ""collusion,"" the coun\xe2\x80\xa6'"
b'Tue Apr 17 03:02:12 +0000 2018',986077339057438720,816840528,b'I\xe2\x99\xa5CO2',b'@Ian_Kitch_8 @OntLiberal Current Atmospheric CO2 Rise Is Due ENTIRELY TO NATURAL PROCESSES!! @WMO @UNEP @COP23Bonn\xe2\x80\xa6 https://t.co/3Vq4lHOL3l'
b'Tue Apr 17 03:02:14 +0000 2018',986077345181138944,19834880,b'Pamela Hale-Burns',"b'RT @rolandsmartin: Wait. @SeanHannity is whining about @Comey, saying how could he make comments about @realDonaldTrump that he didn\xe2\x80\x99t have\xe2\x80\xa6'"
b'Tue Apr 17 03:02:14 +0000 2018',986077347479801856,608807735,b'Courteous Mayfield',b'RT @DanDeFreest: @HillaryClinton Interesting how a former First Lady expresses her feelings while the current first lady is one-again silen\xe2\x80\xa6'
b'Tue Apr 17 03:02:17 +0000 2018',986077357516738560,608807735,b'Courteous Mayfield',"b""RT @DanDeFreest: @Cheekee996 @HillaryClinton Actually, she's waiting for Michelle to put out a statement so she can steal it."""
b'Tue Apr 17 03:02:17 +0000 2018',986077357722218496,747906816416292869,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Covf\xc3\xa9f\xc3\xa9Hope4USA',b'@baldeguy56 @gonv_survival @SassyT_Joy @donjone38970700 @Thewiseonewon @Sissy_USMC @MrKimbles @mystormee\xe2\x80\xa6 https://t.co/Tm1jmEl8P2'
b'Tue Apr 17 03:02:17 +0000 2018',986077360096096258,2837670355,b'DarLa',b'@TomFitton @JudicialWatch @RealDonalTrump I caught that right out of his mouth! \xe2\x80\x9cHundreds of Thousands of EMails on\xe2\x80\xa6 https://t.co/pX7doUkjw3'
b'Tue Apr 17 03:02:18 +0000 2018',986077361534795776,1254342398,b'Tim Wann',b'@TomFitton @_VachelLindsay_ @JudicialWatch @RealDonalTrump Would it surprise you if Huma was party to or purposely\xe2\x80\xa6 https://t.co/HQ8kyM2rS1'
b'Tue Apr 17 03:02:19 +0000 2018',986077366333136897,608807735,b'Courteous Mayfield',b'RT @DanDeFreest: @Cheekee996 @HillaryClinton  https://t.co/ECJUFabesa'
b'Tue Apr 17 03:02:22 +0000 2018',986077380795125761,966123073928908800,b'Joe F Martin',b'RT @TrumpQAnon: Slippery James Comey had the bank accounts numbers to all the HRC cabal deep state banks. He protected them all from gettin\xe2\x80\xa6'
b'Tue Apr 17 03:02:23 +0000 2018',986077385719209985,37133541,b'Ann Sutherland',b'RT @Gr82bMAGA: @Fuctupmind @guitartom69 @TomFitton @JudicialWatch @RealDonalTrump And yet they can\xe2\x80\x99t give Congress what they asked for. Mmm'
b'Tue Apr 17 03:02:23 +0000 2018',986077386021244936,787339243,b'Heidi',b'RT @KrisParonto: And the core of your book Jim is based on integrity ??? What exactly is your definition of integrity Jim?? @Comey @Hillary\xe2\x80\xa6'
b'Tue Apr 17 03:02:24 +0000 2018',986077390014103552,761716273327726592,b'Trumpette',b'RT @IPro709: Indict #Comey \n@realDonaldTrump https://t.co/rQwOQBitR5'
b'Tue Apr 17 03:02:25 +0000 2018',986077393285722113,757997840874385408,b'MJ\xf0\x9f\x91\xa0\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #STOPDACA',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:02:26 +0000 2018',986077398696329221,767173729830920192,b'Michael A Chaney',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:02:27 +0000 2018',986077400587878404,351495084,b'SecularGovt',"b""RT @HIfromLiz: @DraftTulsi @RobertsActp @wewilovercome @gaijingirl2004 @LeftwardSwing @SenSanders @People4Bernie @BarackObama That's true.\xe2\x80\xa6"""
b'Tue Apr 17 03:02:30 +0000 2018',986077413007294464,1275856116,b'C.',b'RT @PoliticalShort: Even more inappropriate is the fact that Comey drafted &amp; circulated a statement exonerating Hillary 2 months before the\xe2\x80\xa6'
b'Tue Apr 17 03:02:30 +0000 2018',986077413225484288,956037081427599362,b'Melsandj',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:02:31 +0000 2018',986077417595846656,29893075,b'P.J. Degross',b'RT @atensnut: Once again.... Comey is helping dig Hillary\xe2\x80\x99s grave Deeper.  This idiot doesn\xe2\x80\x99t know when to be quite.  His EGO is bigger tha\xe2\x80\xa6'
b'Tue Apr 17 03:02:31 +0000 2018',986077417813889024,932367912316256256,b'ash\xf0\x9f\x8c\x90',"b'RT @ObamaFoundation: This week\xe2\x80\x9450 years since Dr. Martin Luther King, Jr. was killed\xe2\x80\x94@BarackObama and @RepJohnLewis sat down with a group o\xe2\x80\xa6'"
b'Tue Apr 17 03:02:31 +0000 2018',986077418170404864,1071280824,b'Debra',b'@Desperobbo @nytimes @washingtonpost @BarackObama Doesn\xe2\x80\x99t everyone need a trophy?  Where\xe2\x80\x99s mine'
b'Tue Apr 17 03:02:37 +0000 2018',986077442493345792,61206499,b'Anne Marie #patriot',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:02:38 +0000 2018',986077448025456640,786329417261780992,b'BostonJohn',"b'RT @winterhawk5611: It doesn\xe2\x80\x99t take a genius to figure that out! All three of these are liars, communist and cheat! \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb@AGLynch @HillaryClin\xe2\x80\xa6'"
b'Tue Apr 17 03:02:39 +0000 2018',986077449984380928,152313793,b'Barb Givens',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:02:40 +0000 2018',986077456086990854,37133541,b'Ann Sutherland',b'RT @FranBarreraReal: @TomFitton @JudicialWatch @RealDonalTrump Crooked Comey the Clown \xf0\x9f\xa4\xa1 is a national disgrace'
b'Tue Apr 17 03:02:41 +0000 2018',986077458624598016,956361997880381442,b'Kathleen Fiscelli',b'RT @seanhannity: So @GStephanopoulos Did @HillaryClinton break laws. Yes or no? Simple question. Also who did you vote for @GStephanopoulos\xe2\x80\xa6'
b'Tue Apr 17 03:02:42 +0000 2018',986077464643256321,14524656,b'Dirk Lewis',b'.@hrw @UNHumanRights @wef @TheEIU @latribune @HandelsblattGE @cnni @BBCWorld @guardian @australian @smh @camanpour\xe2\x80\xa6 https://t.co/9TBEY1lsL7'
b'Tue Apr 17 03:02:42 +0000 2018',986077463162839040,2326508574,b'Cheryl flowers',b'@kalestew @BarackObama #TheRainMakers#Tarmac#POTUS #RedTsunami#RedPassionRising#KAG #WhereWeGoOneWeGoAll.   \xe2\x9c\xa8Answer\xe2\x80\xa6 https://t.co/gsmtqSzIEh'
b'Tue Apr 17 03:02:46 +0000 2018',986077480867061760,49007146,b'Gladys Nations',b'@AKkat56 @AlanGerwien1 @dirt_trek @FLOTUS @realDonaldTrump @BarackObama You are literally making these on your phon\xe2\x80\xa6 https://t.co/RvftnQhrJQ'
b'Tue Apr 17 03:02:47 +0000 2018',986077485279432705,21655561,b'\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xc3\x91\xc3\xa2\xc5\x84\xc3\xa7\xc3\xbf \xc4\x8c\xc5\x8d\xc5\x82\xc5\x82\xc3\xac\xc3\xb1\xc5\xa1    Gab @NancyCollins',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:02:48 +0000 2018',986077489763110912,776244109505945600,b'\xf0\x9f\x99\x8cEdward Kestner\xf0\x9f\x99\x8c',b'@HobackSara @TruthDrivenLife @AaroniousZone @BarackObama @JoeBiden Great Tweet!\xf0\x9f\xa4\xa3\xf0\x9f\x98\x83\xf0\x9f\xa4\xa3\xf0\x9f\x98\x83\xf0\x9f\xa4\xa3\xf0\x9f\x98\x83'
b'Tue Apr 17 03:02:50 +0000 2018',986077498202042368,1546232551,b'Francis Lemoine',"b""RT @atlaswon: As @HillaryClinton said. And now @CNN says. \n\nWHY AREN'T I 50 POINTS AHEAD! (in the ratings race #FOX is crushing us on)\n\n:-)\xe2\x80\xa6"""
b'Tue Apr 17 03:02:52 +0000 2018',986077504665350144,3106834114,b'Reagan Disciple',"b""RT @i24NEWS_EN: Former Col. @COLRICHARDKEMP tells @calev_i24 and @aymansikseck that what's most important is that #Trump sent a message to\xe2\x80\xa6"""
b'Tue Apr 17 03:02:52 +0000 2018',986077506032762881,531192647,b'Michael M',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:02:53 +0000 2018',986077508872187906,183085737,b'Krazy Gomer',"b'@kingaugustus @lifeafterdawn @billritter7 @GStephanopoulos @HillaryClinton Integrity, isnt it refreshing? @GStephanopoulos #Thanks'"
b'Tue Apr 17 03:02:53 +0000 2018',986077511296671744,37133541,b'Ann Sutherland',"b'RT @fighterjetjim: @TomFitton @JudicialWatch @RealDonalTrump Three major investigations of Hilary are mandatory. They include Uranium One,\xe2\x80\xa6'"
b'Tue Apr 17 03:02:54 +0000 2018',986077512659709952,724477412310847488,"b""MarciaMarciaMarcia  KAG\xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8F\xf0\x9f\x92\xa3'S\xf0\x9f\x98\xac""",b'RT @marsialynn86: @seanhannity @GStephanopoulos @HillaryClinton HA...Best question #Hannity\nTHIS is what makes the interview such a JOKE. T\xe2\x80\xa6'
b'Tue Apr 17 03:02:55 +0000 2018',986077517919539205,555678125,b'Glenda L',b'RT @seanhannity: Another question @GStephanopoulos are you concerned your Pal @HillaryClinton paid a foreign national (Steele) for Russian\xe2\x80\xa6'
b'Tue Apr 17 03:02:59 +0000 2018',986077533207715840,38619309,b'Jan Mancill',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:02:58 +0000 2018',986077531282575360,885834430597791745,b'#THEGREATAWAKENING #QANON #DESTROYILLUSION',"b""@HillaryClinton Clueless..We Aren't.. https://t.co/QAD8hy5tNC"""
b'Tue Apr 17 03:03:02 +0000 2018',986077546063286272,37133541,b'Ann Sutherland',"b'RT @USMCDevil1034: @fighterjetjim @TomFitton @JudicialWatch @RealDonalTrump A fourth and largest of all -The Weiner laptop data.  650,000 e\xe2\x80\xa6'"
b'Tue Apr 17 03:03:02 +0000 2018',986077547158016001,2564224441,b'Beartrap',"b'RT @fighterjetjim: @USMCDevil1034 @TomFitton @JudicialWatch @RealDonalTrump You have a good point. Huma sends thousands of documents, inclu\xe2\x80\xa6'"
b'Tue Apr 17 03:03:02 +0000 2018',986077548994904065,2307834751,b'\xe3\x81\x91',b'RT @riot_riot_6: @whitecat_BALIUS @kei99986025 @2700000000000_ \xe3\x82\xa2\xe3\x83\x8a\xe3\x83\xab\xe3\x81\xaa\xe3\x82\x89\xe3\x81\x93\xe3\x81\xae\xe6\x96\xb9\xe3\x81\x8c\xe4\xb8\x80\xe7\x95\xaa\xe6\x84\x9f\xe5\xba\xa6\xe8\x89\xaf\xe3\x81\x8b\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xa7\xe3\x81\x99(\xc2\xb4\xef\xbc\x9b\xcf\x89\xef\xbc\x9b\xef\xbd\x80)\n@HillaryClinton'
b'Tue Apr 17 03:03:05 +0000 2018',986077559715713024,4158758146,b'GmanFan45',"b'RT @WarriorofGod97: @realDrOlmo @BillClinton @HillaryClinton Agree, #ClintonCrimes https://t.co/3kPBkkB109'"
b'Tue Apr 17 03:03:05 +0000 2018',986077560772661248,926618511308476416,b'Toni Hill',b'RT @ArthurSchwartz: \xe2\x80\x9cThe @HillaryClinton Campaign and the @DNC allegedly used state chapters as strawmen to launder as much as $84 million\xe2\x80\xa6'
b'Tue Apr 17 03:03:10 +0000 2018',986077582281134080,1255120992,b'deplorablejohnny',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:03:06 +0000 2018',986077564589527040,725888218458165248,b'Diane Costa',"b'RT @DeplorableD71: As I sit here in tears, already having heard this story but just hit with the gravity of it once again, I will be foreve\xe2\x80\xa6'"
b'Tue Apr 17 03:03:12 +0000 2018',986077589340151809,24068865,b'King Augustus',"b'@gomer2323 @lifeafterdawn @billritter7 @GStephanopoulos @HillaryClinton That is sad. Yeah, I agree with you. Politi\xe2\x80\xa6 https://t.co/SJBf9htpMI'"
b'Tue Apr 17 03:03:13 +0000 2018',986077591923814402,767497303204790272,b'formerlyNYC4Trump-NowFL4Trump\xe2\x9c\xa8\xf0\x9f\x99\x83\xf0\x9f\x8c\xb4\xf0\x9f\x8c\x9f\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',"b'RT @FoxNews: J. Christian Adams on James @Comey\'s book: ""It showed that you had the number-two man at the @FBI repeatedly lying under oath.\xe2\x80\xa6'"
b'Tue Apr 17 03:03:15 +0000 2018',986077601302278144,554732967,b'William Daniel Adams',b'RT @KrisParonto: And the core of your book Jim is based on integrity ??? What exactly is your definition of integrity Jim?? @Comey @Hillary\xe2\x80\xa6'
b'Tue Apr 17 03:03:20 +0000 2018',986077624467447809,332000981,b'Marine',"b'RT @fbc1955: @TuckerCarlson @MarkSteynOnline if @Comey was so concerned about @POTUS not mentioning #Putin in a private meeting, wonder wha\xe2\x80\xa6'"
b'Tue Apr 17 03:03:22 +0000 2018',986077633577336833,903795424917577728,b'Albert #MAGA for #NRA #ME',"b'RT @FoxBusiness: .@RealDrGina on @HillaryClinton: ""You can either sort of embrace a legacy and exit gracefully, or you can exit like a petu\xe2\x80\xa6'"
b' ',b' ',b' ',b' ',b' '
b'Tue Apr 17 03:03:25 +0000 2018',986077643505307648,2564224441,b'Beartrap',b'RT @crizaans: @TomFitton @ScottKaspar @JudicialWatch @RealDonalTrump #QAnon #IBOR #MAGA #TarmacTreason #LockThemAllUp @POTUS https://t.co/l\xe2\x80\xa6'
b'Tue Apr 17 03:03:27 +0000 2018',986077650887299074,785555258755850243,b'loveyourskin',"b'RT @TomFitton: So Comey says ""hundreds of thousands"" of Clinton emails on Weiner  laptop.  This is news to @JudicialWatch--we were told 72,\xe2\x80\xa6'"
b'Tue Apr 17 03:03:27 +0000 2018',986077651537408001,432226820,b'Jonathan Adams',b'RT @DickMorrisTweet: Make Comey Spill The Beans On Lynch Over Hillary Emails https://t.co/HmVx1M04yq #ComeyInterview #ComeyABC @realDonaldT\xe2\x80\xa6'
b'Tue Apr 17 03:03:30 +0000 2018',986077666368421888,37133541,b'Ann Sutherland',"b'RT @fighterjetjim: @USMCDevil1034 @TomFitton @JudicialWatch @RealDonalTrump You have a good point. Huma sends thousands of documents, inclu\xe2\x80\xa6'"
b'Tue Apr 17 03:03:32 +0000 2018',986077672584380417,456368049,b'American Citizen',b'RT @Desperobbo: @nytimes @washingtonpost We won an award for almost finding a real story - congratulate us!\nThis is right up there with the\xe2\x80\xa6'
b'Tue Apr 17 03:03:32 +0000 2018',986077674106843136,94451444,b'JohnBakes',b'RT @redmochila: I want to hug @BarackObama'
b'Tue Apr 17 03:03:35 +0000 2018',986077684219424768,1611109723,b'Leave it to',b'@GodivaRides @ITS_LIISA_ @Civil__Civilian @costellodaniel1 @SylviaVCoppola @macleans @Education4Libs\xe2\x80\xa6 https://t.co/mWkiUZjBY0'
